Condition,CFU,logCFU,Date
N.AA2,5080,3.705863712,20200520
N.AA2,5840,3.766412847,20200520
N.AA2,9200,3.963787827,20200520
N.AA2,1360,3.133538908,20200603
N.AA2,1860,3.269512944,20200603
N.AA2,14400,4.158362492,20200603
N.AA2,16000,4.204119983,20200603
N.AA2,43400,4.63748973,20200603
N.AA2,48600,4.686636269,20200603
N.AA2,50400,4.702430536,20200603
N.AA2,64000,4.806179974,20200603
N.AA2,2420,3.383815366,20200713
N.AA2,2720,3.434568904,20200713
N.AA2,5420,3.733999287,20200713
N.AA2,6400,3.806179974,20200713
N.AA2,7000,3.84509804,20200713
N.AA2,12200,4.086359831,20200713
N.AA2,52400,4.719331287,20200713
N.AA2,72800,4.862131379,20200713
N.AA3,2100,3.322219295,20200511
N.AA3,3000,3.477121255,20200511
N.AA3,10600,4.025305865,20200511
N.AA3,18200,4.260071388,20200511
N.AA3,30800,4.488550717,20200511
N.AA3,43600,4.639486489,20200511
N.AA3,56400,4.751279104,20200511
N.AA3,5660,3.752816431,20200603
N.AA3,8200,3.913813852,20200603
N.AA3,10600,4.025305865,20200603
N.AA3,32800,4.515873844,20200603
N.AA3,37000,4.568201724,20200603
N.AA3,53800,4.730782276,20200603
N.AA3,58400,4.766412847,20200603
N.AA3,70000,4.84509804,20200603
N.AA3,1600,3.204119983,20200608
N.AA3,5000,3.698970004,20200608
N.AA3,11600,4.064457989,20200608
N.AA3,12000,4.079181246,20200608
N.AA3,3540,3.549003262,20200713
N.AA3,3800,3.579783597,20200713
N.AA3,12800,4.10720997,20200713
N.AA3,16860,4.22685757,20200713
N.AA3,19820,4.29710365,20200713
N.AA3,21820,4.338854746,20200713
N.AA3,46200,4.664641976,20200713
N.AA3,76400,4.883093359,20200713
